6.98699 28.6773
16.9297 7.70265
3.97832 28.3356
12.2591 63.2736
12.3209 61.2582
8.57968 21.9145
11.5782 42.8001
15.6125 39.0418
17.8972 71.5398
10.3664 34.631
10.9524 25.9287
2.90748 60.8249
6.24819 31.9331
15.9956 1.16428
11.1637 36.2175
16.263 54.2994
17.04 48.9789
7.68129 44.0581
17.975 17.1463
11.1347 49.5958
16.7433 13.8802
12.9712 38.2493
6.89801 43.5846
11.4896 9.00786
18.8995 23.767
-84.3172 73.5217
-106.375 103.313
-122.216 85.3419
-83.6039 86.9239
-107.095 68.9834
-94.1515 77.7192
-57.9329 71.4911
-63.2462 28.1658
-70.9526 78.025
-84.1126 51.7932
-84.9385 75.3606
-68.2891 79.1909
-83.1902 112.418
-78.3961 87.2159
-77.1499 103.867
-85.4355 90.086
-92.3276 66.2431
-41.1969 100.703
-72.4157 69.3671
-82.0132 75.5412
-73.5797 81.0678
-114.078 75.2797
-96.5193 97.3392
-102.41 62.9469
-124.203 72.8239
57.5117 80.2237
65.9413 78.7751
69.1823 77.9114
68.6917 81.8538
83.0827 77.3764
57.6775 82.3152
51.879 83.8186
49.234 83.8388
58.3173 79.7398
81.612 80.3805
121.023 78.2285
40.3657 79.831
76.3031 82.1587
85.6495 78.9233
67.0475 80.5851
47.5852 79.1965
46.6034 79.7643
29.6058 79.2682
81.8858 78.5013
19.9055 81.7279
80.8578 78.2171
80.8411 79.2239
45.94 81.8132
58.7087 80.5018
42.569 80.7282
100.471 -78.6521
118.936 -79.1467
91.7834 -56.659
85.8836 -94.0085
80.0211 -84.9791
111.828 -78.8783
70.0696 -88.0322
67.3665 -93.4321
97.496 -76.5266
117.983 -86.7791
110.824 -76.2497
62.4054 -76.6227
76.3838 -67.4113
122.252 -57.1322
104.948 -46.2673
54.475 -63.0607
82.434 -82.096
71.8605 -99.9454
89.3128 -76.199
63.0206 -73.8923
69.5939 -55.025
75.6435 -69.9191
91.8615 -52.4245
129.669 -75.3454
133.114 -89.9726
-75.2349 -20.9236
-45.6389 39.908
-33.3668 34.2515
-31.2957 8.74067
-3.11356 -5.85428
-6.32786 1.1228
-57.0429 -0.106974
-97.1834 -0.252662
-58.7792 7.71872
-37.013 23.8408
-82.2351 13.6491
-55.4659 1.91521
2.8897 -3.6928
1.94673 -28.3236
-51.7454 -10.28
10.0623 6.4167
-81.7803 -4.13299
-62.5892 -0.00154958
-76.5818 13.4831
-24.1285 19.7762
-69.4648 -12.3528
-69.3088 18.5972
-36.3992 16.8676
-79.1732 3.37901
-57.9564 39.8646
-80.9837 20.8728
-69.5032 6.06246
-50.8842 28.9808
-69.4421 38.7225
-89.3882 47.3418
-86.3357 32.9083
-118.013 40.2542
-68.5092 39.6381
-62.2004 36.8139
-70.784 33.3723
-73.4374 44.0227
-93.7345 43.204
-54.3372 29.7505
-95.4629 8.97981
-46.8709 41.9205
-83.6932 43.9915
-72.9198 32.7923
-62.4676 26.2706
-81.7245 44.9598
-86.9741 29.007
-53.4774 26.027
-83.9903 30.7277
-94.6988 33.5958
-78.7361 30.7239
-98.3597 36.585
