111.943 75.4268
83.0919 75.1775
98.8506 75.4236
73.0736 73.3176
94.5409 74.8388
89.0253 74.3347
85.5804 72.6269
82.734 77.1063
70.5509 75.0669
75.1455 77.477
103.713 74.9319
104.85 76.0215
102.247 75.1875
89.566 76.5728
87.3033 75.8711
82.4593 71.2191
88.1445 73.082
97.9518 76.2657
80.4075 78.599
103.539 70.301
84.906 74.4691
68.377 77.621
91.5469 69.8809
98.2409 75.7199
95.7622 75.5054
53.7952 31.4563
116.1 19.438
88.3747 23.5814
86.4351 41.7816
88.8876 45.1075
64.9767 25.8208
72.0154 26.3607
119.649 23.9138
91.9437 27.9445
103.44 32.5955
81.7845 30.6552
72.641 22.9302
117.897 29.2602
82.4811 27.746
106.198 28.8581
126.913 35.0095
123.753 39.5273
100.029 30.5227
76.7139 32.1321
96.4459 38.585
99.4357 39.794
74.5698 27.1735
62.6955 36.4639
100.204 23.8029
90.854 33.7028
-0.828889 34.6516
9.73179 49.1891
0.794757 41.6414
-8.02309 31.7413
1.15137 32.0604
1.01389 25.6204
7.21903 25.526
8.83537 30.9162
7.29646 23.6128
13.1814 23.7932
-14.6631 24.0064
17.7086 13.5818
13.0147 38.3295
0.23801 26.0701
4.96163 18.6291
9.66563 24.2743
-3.30801 39.2174
29.2819 37.7013
-3.80039 26.9036
6.74569 39.0516
-1.63834 38.1008
-6.57683 27.471
9.76667 24.6463
-3.59128 44.9085
21.8904 20.6855
-46.9103 -88.755
-48.2511 -52.4939
-50.1008 -115.186
-41.9836 -109.892
-43.6454 -66.5586
-44.6184 -101.086
-45.204 -101.414
-43.5183 -99.4666
-45.5878 -103.495
-51.5076 -107.131
-52.6775 -97.9135
-45.0743 -120.094
-42.2375 -122.369
-44.0675 -121.852
-44.6412 -71.4873
-42.8097 -55.5576
-46.5281 -85.537
-50.6613 -72.4259
-47.0101 -118.617
-48.1565 -112.917
-43.0079 -126.074
-43.99 -132.617
-44.1497 -98.9119
-54.5286 -86.0989
-49.1892 -79.449
-25.7809 76.8368
-42.4814 60.8393
-36.9063 69.7687
-21.7742 61.4683
-40.7028 70.3505
-52.1421 73.6996
-33.8265 78.1296
-31.6676 59.9966
-51.0733 71.7557
-53.8024 67.0512
-35.2491 64.8074
-45.1962 69.2236
-37.9842 65.2518
-40.8625 72.2682
-29.6896 61.6305
-39.5066 61.8132
-34.5782 66.8159
-47.904 69.2318
-19.7113 77.2942
-31.3199 79.8863
-11.7925 65.8638
-46.0051 83.3966
-53.8136 71.7199
-55.6368 64.8629
-33.4181 76.8963
43.4081 -78.0284
38.7062 -65.683
48.4033 -72.845
33.1171 -47.7061
23.3609 -55.1486
42.0672 -85.9326
30.0288 -68.5724
54.8739 -71.0415
26.3189 -56.5966
49.9414 -57.6544
41.0474 -68.0135
35.8739 -77.7562
34.3602 -93.5641
33.3293 -82.2767
42.4723 -70.3622
29.3675 -50.7636
24.8363 -58.9814
23.7002 -91.6204
35.5641 -55.4295
45.222 -70.7911
36.8947 -67.4485
52.1127 -81.1609
39.1797 -60.2397
30.2805 -64.3904
47.0026 -92.8657
