-0.778992 78.6761
-9.58367 81.5773
-2.12682 70.0379
-36.8935 66.7597
-19.7748 62.9892
-7.38351 83.821
-9.4461 55.0325
3.62598 96.7236
-3.01631 67.4547
-29.4559 87.1312
3.34801 54.1277
-13.1285 79.1584
-14.2098 71.2461
1.19218 70.1824
5.90819 82.3989
-8.55491 77.3877
-27.0923 86.8608
-28.6685 63.3359
-0.665056 63.3913
-31.3031 100.596
-18.4933 45.3813
-10.5986 97.7979
-31.4847 72.6756
-4.37159 53.2988
11.7334 78.7
7.91185 92.3935
18.3467 90.5302
12.7966 100.363
7.36944 70.8345
3.81245 69.8208
18.932 77.5618
12.7674 66.7723
3.7522 67.0151
9.78637 96.068
3.7726 62.9729
16.8092 93.3609
10.3602 42.3177
1.27787 70.532
7.30297 78.1944
12.3518 103.459
10.083 50.6261
11.006 60.9815
11.7609 58.875
9.98604 47.5834
7.56715 80.5708
10.2568 65.5511
10.5398 36.4912
-2.21497 60.9354
12.4949 61.8465
5.1141 81.562
16.8385 -97.0736
19.3552 -67.5267
28.5166 -102.161
28.1515 -73.5305
25.2017 -91.5371
10.1437 -86.2848
32.1594 -94.4912
16.2956 -63.4488
29.2163 -100.714
19.5564 -90.9594
22.2654 -99.6847
8.74926 -83.9555
36.4254 -87.0756
12.1245 -82.9506
7.28198 -82.8486
27.2901 -88.2028
23.7248 -90.4769
0.869977 -89.6587
22.7231 -78.5621
12.7197 -80.5183
16.6018 -93.4748
28.1153 -71.9497
-1.98796 -85.7915
12.9017 -96.9836
26.0185 -92.5589
80.2242 -83.3697
80.8811 -47.6038
79.068 -58.7619
81.2049 -54.218
82.8457 -111.216
78.9533 -16.088
77.9709 -16.6713
74.7462 -73.6281
77.1674 -43.7075
76.3497 -53.9305
78.5202 -63.8662
79.9541 -54.5286
76.123 -95.9319
80.9942 -67.8613
83.3092 -80.12
83.6313 -38.2824
71.2966 -59.7078
86.8322 -65.7335
74.9346 -48.5319
81.1278 -21.5036
87.483 -45.5979
73.196 -82.4912
82.2776 -34.8672
87.8476 -28.0154
79.747 -76.6105
21.5489 49.2235
20.0605 30.8945
19.2922 55.1643
53.3203 45.568
24.6391 27.0793
-7.41516 18.4129
27.5498 60.8707
22.4418 36.1936
61.4771 60.3454
33.2721 52.9365
-16.8494 52.6008
41.257 28.2998
18.9959 45.4319
11.9088 42.5735
29.7507 30.6804
8.69444 34.4569
45.7855 37.8257
31.8459 27.2492
-4.98285 41.0506
56.7124 22.3424
3.80168 32.3692
25.6055 51.6629
6.82367 38.0737
36.7792 52.8492
31.9632 23.135
-38.1584 -50.2704
-33.7187 -59.4581
-37.9188 -59.5944
-40.147 -53.0341
-26.1331 -73.434
-12.0646 -44.7807
-29.6755 -45.2202
-36.3494 -52.1225
-43.648 -62.2565
-18.9966 -55.6637
-51.0994 -58.3678
-32.3908 -67.7323
-34.418 -64.9105
-14.2961 -56.3621
-50.4885 -64.1261
-36.6247 -43.8633
-27.2117 -66.3909
-18.3958 -54.574
-28.7786 -47.5538
-24.8551 -50.6328
-34.6725 -72.1498
-28.0891 -46.4448
-34.81 -71.3895
-44.2224 -63.6174
-46.0619 -47.6157
